x,y
-2.208835341365462,2.439476782632538
-2.1285140562248994,2.265286043773487
-2.048192771084337,2.0975468137610678
-1.9678714859437747,1.9362590925952798
-1.8875502008032132,1.7814228802761254
-1.80722891566265,1.6330381768035989
-1.7269076305220885,1.4911049821777072
-1.6465863453815253,1.3556232963984438
-1.5662650602409638,1.226593119465815
-1.4859437751004023,1.1040144513798176
-1.405622489959839,0.9878872921404489
-1.3253012048192776,0.8782116417477144
-1.2449799196787144,0.774987500201609
-1.1646586345381529,0.6782148675021373
-1.0843373493975896,0.5878937436492951
-1.0040160642570282,0.5040241286430864
-0.9236947791164667,0.4266060224835091
-0.8433734939759034,0.35563942517056163
-0.763052208835342,0.29112433670424714
-0.6827309236947787,0.2330607570845629
-0.6024096385542173,0.18144868631151134
-0.522088353413654,0.13628812438509025
-0.44176706827309253,0.0975790713053016
-0.36144578313253106,0.06532152707214434
-0.2811244979919678,0.03951549168561796
-0.20080321285140634,0.0201609651457236
-0.1204819277108431,0.007257947452460411
-0.040160642570281624,0.0008064386058289583
0.040160642570281624,0.0008064386058289583
0.1204819277108431,0.007257947452460411
0.20080321285140634,0.0201609651457236
0.2811244979919678,0.03951549168561796
0.3614457831325293,0.0653215270721437
0.44176706827309253,0.0975790713053016
0.522088353413654,0.13628812438509025
0.6024096385542173,0.18144868631151134
0.6827309236947787,0.2330607570845629
0.763052208835342,0.29112433670424714
0.8433734939759034,0.35563942517056163
0.9236947791164667,0.4266060224835091
1.0040160642570282,0.5040241286430864
1.0843373493975896,0.5878937436492951
1.1646586345381529,0.6782148675021373
1.2449799196787144,0.774987500201609
1.3253012048192776,0.8782116417477144
1.405622489959839,0.9878872921404489
1.4859437751004023,1.1040144513798176
1.5662650602409638,1.226593119465815
1.6465863453815253,1.3556232963984438
1.7269076305220885,1.4911049821777072
1.80722891566265,1.6330381768035989
1.8875502008032132,1.7814228802761254
1.9678714859437747,1.9362590925952798
2.048192771084338,2.0975468137610696
2.1285140562248994,2.265286043773487
2.208835341365461,2.439476782632536
2.289156626506024,2.6201190303382202
2.3694779116465856,2.807212786890532
2.449799196787149,3.0007580522894797
2.5301204819277103,3.2007548265350545
2.6104417670682736,3.4072031096272655
2.690763052208835,3.620102901566103
2.7710843373493983,3.8394542023515768
2.8514056224899598,4.065257011983677
2.9317269076305212,4.2975113304624095
3.0120481927710845,4.536217157787778
3.092369477911646,4.781374493959773
3.172690763052209,5.032983338978405
3.2530120481927707,5.291043692843663
3.333333333333334,5.555555555555557
3.4136546184738954,5.826518927114078
3.4939759036144586,6.103933807519236
3.57429718875502,6.38780019677102
3.6546184738955816,6.6781180948694345
3.734939759036145,6.974887501814488
3.8152610441767063,7.278108417606165
3.8955823293172696,7.587780842244482
3.975903614457831,7.903904775729423
4.056224899598394,8.226480218061003
4.136546184738956,8.555507169239206
4.216867469879517,8.89098562926404
4.2971887550200805,9.232915598135515
4.377510040160642,9.581297075853612
4.457831325301205,9.93613006241835
4.538152610441767,10.297414557829711
4.61847389558233,10.66515056208771
4.698795180722891,11.039338075192335
4.779116465863453,11.41997709714359
4.859437751004016,11.807067627941485
4.939759036144578,12.200609667586003
5.020080321285141,12.600603216077161
5.100401606425702,13.007048273414942
5.1807228915662655,13.419944839599363
5.261044176706827,13.839292914630407
5.34136546184739,14.265092498508093
5.421686746987952,14.697343591232398
5.502008032128513,15.136046192803336
5.582329317269076,15.581200303220916
5.662650602409638,16.032805922485117
5.742971887550201,16.49086305059596
5.823293172690763,16.955371687553423
5.903614457831326,17.42633183335753
5.983935742971887,17.903743488008256
6.064257028112451,18.387606651505624
6.14457831325301,18.877921323849606
6.2248995983935735,19.374687505040235
6.305220883534137,19.8779051950775
6.3855421686747,20.387574393961394
6.46586345381526,20.9036951016919
6.546184738955823,21.42626731826906
6.626506024096386,21.95529104369285
6.7068273092369495,22.49076627796327
6.787148594377509,23.0326930210803
6.867469879518072,23.581071273043985
6.947791164658636,24.1359010338543
7.028112449799195,24.697182303511223
7.108433734939759,25.264915082014802
7.188755020080322,25.839099369365016
7.269076305220885,26.419735165561857
7.349397590361445,27.006822470605307
7.429718875502008,27.60036128449541
7.510040160642571,28.20035160723215
7.590361445783131,28.80679343881549
7.670682730923694,29.41968677924549
7.7510040160642575,30.039031628522125
7.831325301204821,30.66482798664539
7.91164658634538,31.297075853615254
7.991967871485944,31.935775229431783
8.072289156626507,32.58092611409494
8.152610441767067,33.232528507604705
8.23293172690763,33.89058240996113
8.313253012048193,34.55508782116418
8.393574297188756,35.22604474121386
8.473895582329316,35.90345317011015
8.55421686746988,36.5873131078531
8.634538152610443,37.277624554442674
8.714859437751002,37.97438750987886
8.795180722891565,38.6776019741617
8.875502008032129,39.38726794729117
8.955823293172692,40.103385429267284
9.036144578313252,40.825954420089985
9.116465863453815,41.55497491975935
9.196787148594378,42.29044692827536
9.277108433734938,43.03237044563796
9.357429718875501,43.78074547184722
9.437751004016064,44.53557200690312
9.518072289156628,45.296850050805645
9.598393574297187,46.06457960355477
9.67871485943775,46.83876066515056
9.759036144578314,47.61939323559298
9.839357429718877,48.40647731488203
9.919678714859437,49.20001290301769
10.0,50.0
